Date,Open,High,Low,Close,Adj Close,Volume
6/7/2021,2713.047363,2845.185059,2583.995117,2590.263184,2590.263184,30600111277
6/8/2021,2594.602295,2620.846191,2315.546631,2517.438721,2517.438721,41909736778
6/9/2021,2510.199219,2625.070557,2412.197754,2608.26709,2608.26709,36075832186
6/10/2021,2611.142578,2619.957764,2435.401611,2471.518555,2471.518555,28753626390
6/11/2021,2472.858887,2495.414795,2326.869629,2353.768799,2353.768799,24832564195
6/12/2021,2354.752197,2447.227783,2265.758057,2372.484375,2372.484375,25724364410
6/13/2021,2372.690186,2547.36792,2312.640137,2508.391602,2508.391602,27092945370
6/14/2021,2508.770508,2606.432861,2469.388184,2537.891113,2537.891113,26964576331
6/15/2021,2587.762695,2639.229248,2515.153076,2610.936768,2610.936768,29005279219
6/16/2021,2544.864746,2554.628906,2354.350586,2367.663574,2367.663574,24101926180
6/17/2021,2367.306396,2457.175537,2312.301514,2372.001953,2372.001953,21871633186
6/18/2021,2374.586914,2377.195068,2147.30835,2231.733154,2231.733154,22752818388
6/19/2021,2235.15918,2278.415039,2168.88501,2178.499023,2178.499023,18765854896
6/20/2021,2171.337891,2275.382813,2049.962646,2246.364502,2246.364502,22535930423
6/21/2021,2245.317871,2259.464111,1867.185425,1888.44751,1888.44751,33745173825
6/22/2021,1886.667603,1993.15979,1707.600586,1874.950073,1874.950073,35547251725
6/23/2021,1878.625,2043.530396,1827.571533,1989.736328,1989.736328,28408659206
6/24/2021,1968.957397,2032.339355,1887.432007,1988.456299,1988.456299,20272845769
6/25/2021,1989.21582,2017.759521,1794.400391,1813.217285,1813.217285,22774334998
6/26/2021,1810.884277,1850.17981,1719.559448,1829.239258,1829.239258,20637542361
6/27/2021,1830.996948,1979.95813,1811.24585,1978.894653,1978.894653,19885474742
6/28/2021,1981.386475,2139.80542,1963.615479,2079.657471,2079.657471,25514602841
6/29/2021,2083.44873,2242.23877,2076.240234,2160.768311,2160.768311,24815124419
6/30/2021,2164.216309,2282.989014,2090.760742,2274.547607,2274.547607,25828056268
7/1/2021,2274.397461,2274.397461,2081.081055,2113.605469,2113.605469,29061701793
7/2/2021,2109.892578,2155.596436,2021.824829,2150.040283,2150.040283,31796212554
7/3/2021,2150.834961,2237.567139,2117.590088,2226.114258,2226.114258,17433361641
7/4/2021,2226.550293,2384.286865,2190.837646,2321.724121,2321.724121,18787107473
7/5/2021,2321.922852,2321.922852,2163.041504,2198.58252,2198.58252,20103794829
7/6/2021,2197.919434,2346.294922,2197.919434,2324.679443,2324.679443,20891861314
7/7/2021,2323.208496,2403.773438,2298.026855,2315.161865,2315.161865,22398345285
7/8/2021,2317.949219,2324.006836,2089.414307,2120.026367,2120.026367,23188123689
7/9/2021,2115.573975,2185.376221,2051.06665,2146.692383,2146.692383,23029574602
7/10/2021,2146.999756,2190.124023,2081.923584,2111.403564,2111.403564,17581542471
7/11/2021,2110.875732,2172.65332,2083.803711,2139.664795,2139.664795,14705386138
7/12/2021,2140.506836,2167.710205,2011.018921,2036.721069,2036.721069,17768129077
7/13/2021,2034.098389,2040.693604,1922.577881,1940.083984,1940.083984,16621628658
7/14/2021,1941.167847,2015.107422,1869.223145,1994.331299,1994.331299,17342819679
7/15/2021,1994.712036,2037.742554,1883.272217,1911.175659,1911.175659,15688092552
7/16/2021,1916.598389,1959.696289,1853.590332,1880.382935,1880.382935,14884569147
7/17/2021,1876.881348,1917.5979,1855.59082,1898.825195,1898.825195,13364282076
7/18/2021,1900.194336,1988.336426,1883.012573,1895.552124,1895.552124,13791868728
7/19/2021,1893.053589,1916.118042,1807.909912,1817.296631,1817.296631,14157735481
7/20/2021,1819.082031,1836.998047,1722.050781,1787.510742,1787.510742,17368597636
7/21/2021,1786.276245,2025.68042,1759.023315,1990.970825,1990.970825,21253359756
7/22/2021,1994.822876,2044.116455,1954.297852,2025.202759,2025.202759,17495480331
7/23/2021,2025.105713,2129.441162,2000.436279,2124.776611,2124.776611,16200392492
7/24/2021,2123.961182,2197.649414,2107.323486,2189.21875,2189.21875,16057446601
7/25/2021,2187.145508,2194.438232,2108.829834,2191.373779,2191.373779,14566483636
7/26/2021,2191.309814,2428.817139,2177.32959,2233.366699,2233.366699,29614324233
7/27/2021,2230.197021,2316.950195,2154.731201,2298.333496,2298.333496,23067480378
7/28/2021,2302.081299,2341.777832,2250.914063,2296.54541,2296.54541,18991302378
7/29/2021,2299.011963,2396.451904,2273.404785,2380.956787,2380.956787,16313373113
7/30/2021,2382.545166,2469.704834,2322.337158,2466.961426,2466.961426,20212848934
7/31/2021,2461.575684,2551.161133,2423.816162,2536.209961,2536.209961,18001710283
8/1/2021,2530.462891,2695.429443,2520.931885,2561.852051,2561.852051,22697987055
8/2/2021,2557.774658,2665.730957,2511.375244,2610.15332,2610.15332,22162754104
8/3/2021,2609.413086,2630.314209,2449.353516,2502.349609,2502.349609,22696753413
8/4/2021,2508.544922,2764.443604,2463.469482,2724.619873,2724.619873,25038698173
8/5/2021,2725.669678,2840.430664,2540.684082,2827.328857,2827.328857,31057928075
8/6/2021,2827.503418,2944.90332,2727.792725,2890.94165,2890.94165,26528577879
8/7/2021,2891.70752,3170.229736,2868.535645,3157.23877,3157.23877,33081467129
8/8/2021,3161.232666,3184.604004,2951.747314,3013.732666,3013.732666,28433638008
8/9/2021,3012.885742,3185.701172,2900.926025,3167.856201,3167.856201,31983260936
8/10/2021,3163.050049,3228.940674,3059.229004,3141.691162,3141.691162,27605221710
8/11/2021,3142.830322,3269.209473,3122.916504,3164.245117,3164.245117,26729035052
8/12/2021,3164.175781,3236.314697,2984.166992,3043.414307,3043.414307,25403699845
8/13/2021,3049.001221,3324.671631,3037.676025,3322.21167,3322.21167,23868866254
8/14/2021,3322.762695,3329.281006,3214.519775,3265.443359,3265.443359,19860862133
8/15/2021,3266.276123,3320.084229,3117.791748,3310.50415,3310.50415,22166205051
8/16/2021,3309.422119,3333.994873,3139.778564,3156.509521,3156.509521,23080039949
8/17/2021,3149.380371,3288.812744,2996.468262,3014.845947,3014.845947,25509056745
8/18/2021,3011.963623,3124.976074,2959.02832,3020.089844,3020.089844,21539248425
8/19/2021,3019.126953,3184.435547,2963.150146,3182.702148,3182.702148,19546290360
8/20/2021,3182.162598,3298.246582,3178.10376,3286.935303,3286.935303,20885619828
8/21/2021,3286.931641,3307.351563,3209.866211,3226.083984,3226.083984,18113977628
8/22/2021,3226.227295,3272.733154,3142.00708,3242.115479,3242.115479,15983278460
8/23/2021,3241.357422,3373.384277,3235.851318,3319.257324,3319.257324,20511110509
8/24/2021,3324.855469,3358.688232,3154.121338,3172.456299,3172.456299,20131028906
8/25/2021,3174.269775,3248.727295,3086.11499,3224.915283,3224.915283,18902728235
8/26/2021,3228.747314,3249.655273,3060.22876,3100.325439,3100.325439,17405668117
8/27/2021,3096.406006,3281.840576,3064.485107,3270.60083,3270.60083,18489602004
8/28/2021,3275.104492,3284.845947,3217.403564,3244.40332,3244.40332,13709633698
8/29/2021,3246.770996,3283.235596,3158.840332,3227.002686,3227.002686,13296586731
8/30/2021,3227.192627,3346.581055,3151.44458,3224.374268,3224.374268,19306924485
8/31/2021,3227.758057,3466.992188,3195.216553,3433.732666,3433.732666,27280502987
9/1/2021,3430.762451,3836.867432,3387.408447,3834.828125,3834.828125,30070890104
9/2/2021,3825.027832,3830.711426,3726.750488,3790.98999,3790.98999,24387397330
9/3/2021,3787.486572,4022.469238,3712.678223,3940.614746,3940.614746,26207765094
9/4/2021,3937.910156,3969.44873,3837.931152,3887.828369,3887.828369,20806963328
9/5/2021,3886.331055,3979.186523,3838.487305,3952.133545,3952.133545,18371468576
9/6/2021,3951.520752,3968.426514,3868.994385,3928.379395,3928.379395,18674691198
9/7/2021,3926.527588,3945.314209,3062.222412,3426.394287,3426.394287,39131346397
9/8/2021,3428.378174,3559.121338,3224.764893,3497.315186,3497.315186,31738430771
9/9/2021,3452.54834,3562.992676,3400.51709,3427.340088,3427.340088,24118055831
9/10/2021,3425.564941,3512.571289,3157.059082,3211.505859,3211.505859,22355974097
9/11/2021,3209.030518,3346.526367,3208.961914,3270.278076,3270.278076,18627122934
9/12/2021,3270.291748,3462.468262,3235.109375,3410.134521,3410.134521,16810411424
9/13/2021,3407.471924,3426.502197,3121.51416,3285.511719,3285.511719,22721552948
9/14/2021,3286.316406,3429.169678,3273.630859,3429.169678,3429.169678,19125420848
9/15/2021,3431.217285,3615.282715,3365.913086,3615.282715,3615.282715,17548551804
9/16/2021,3613.07373,3673.310791,3489.805664,3571.294922,3571.294922,20093903064
9/17/2021,3569.568115,3589.305176,3356.449951,3398.538818,3398.538818,17722363229
9/18/2021,3397.422852,3540.807617,3371.892334,3432.018311,3432.018311,15995220233
9/19/2021,3433.287842,3448.322021,3286.172363,3329.447998,3329.447998,14257609743
9/20/2021,3329.670654,3343.325439,2940.839111,2958.993408,2958.993408,27371684581
9/21/2021,2977.310547,3101.69751,2676.407471,2764.431152,2764.431152,30405062665
9/22/2021,2763.209229,3089.083008,2741.440674,3077.86792,3077.86792,23742102645
9/23/2021,3077.974365,3173.544678,3038.0979,3155.523682,3155.523682,18516291047
9/24/2021,3154.562012,3159.644043,2747.337646,2931.669189,2931.669189,25595422789
9/25/2021,2930.884766,2968.994629,2818.970459,2925.565674,2925.565674,18932786754
9/26/2021,2926.343018,3114.857422,2744.583008,3062.265381,3062.265381,21172766310
9/27/2021,3065.837891,3163.665039,2932.692871,2934.138916,2934.138916,19164053681
9/28/2021,2928.963379,2970.770508,2793.360596,2807.296631,2807.296631,16895079070
9/29/2021,2809.297607,2946.881348,2786.988281,2853.143311,2853.143311,15763456158
9/30/2021,2852.558838,3046.519531,2840.289551,3001.678955,3001.678955,17661065099
10/1/2021,3001.129395,3329.853516,2978.654297,3307.516113,3307.516113,22307625573
10/2/2021,3308.870361,3464.837402,3260.027588,3391.694336,3391.694336,19202671704
10/3/2021,3390.767578,3484.605713,3348.120117,3418.358643,3418.358643,15516566862
10/4/2021,3418.776367,3434.775391,3283.44873,3380.089111,3380.089111,17747154101
10/5/2021,3381.784424,3541.45166,3365.817627,3518.518555,3518.518555,16632591670
10/6/2021,3516.570313,3622.55127,3354.469727,3580.562012,3580.562012,21855226591
10/7/2021,3576.814453,3650.013184,3479.90918,3587.974854,3587.974854,19090322927
10/8/2021,3587.832764,3667.95752,3547.828125,3563.759277,3563.759277,16222029488
10/9/2021,3559.997803,3628.237305,3544.640381,3575.716797,3575.716797,12707036942
10/10/2021,3575.020508,3603.244873,3414.970947,3425.852783,3425.852783,16171746693
10/11/2021,3419.726807,3622.289551,3385.761719,3545.354004,3545.354004,18579189588
10/12/2021,3546.477783,3546.477783,3407.338135,3492.573242,3492.573242,18109578443
10/13/2021,3492.753662,3607.741699,3417.602051,3606.20166,3606.20166,16211275589
10/14/2021,3604.958984,3819.258545,3590.275146,3786.01416,3786.01416,19443499909
10/15/2021,3790.154297,3895.466309,3735.363525,3862.634766,3862.634766,20966841512
10/16/2021,3865.666504,3962.453125,3805.885986,3830.38208,3830.38208,16578095629
10/17/2021,3829.858887,3914.897949,3660.723389,3847.104492,3847.104492,15908090346
10/18/2021,3847.72998,3888.209229,3686.750488,3748.760254,3748.760254,17386204158
10/19/2021,3747.162842,3883.928711,3736.780273,3877.650879,3877.650879,15998757133
10/20/2021,3877.730957,4167.472168,3833.288086,4155.992188,4155.992188,20338319988
10/21/2021,4161.713379,4366.088379,4032.483887,4054.322754,4054.322754,28220661820
10/22/2021,4055.686523,4162.975586,3908.340332,3970.181885,3970.181885,19432937968
10/23/2021,3971.356445,4171.663574,3944.631836,4171.663574,4171.663574,14781537792
10/24/2021,4171.855957,4185.729492,3967.120361,4087.903076,4087.903076,14978083638
10/25/2021,4084.425781,4236.666992,4072.034668,4217.876953,4217.876953,15995727040
10/26/2021,4217.337891,4289.131348,4106.82373,4131.102051,4131.102051,17157714562
10/27/2021,4132.17334,4299.152832,3930.257324,3930.257324,3930.257324,26219530404
10/28/2021,3924.81543,4293.150879,3905.706055,4287.318848,4287.318848,25958154575
10/29/2021,4288.686523,4455.735352,4271.70752,4414.746582,4414.746582,22967641914
10/30/2021,4414.243652,4426.848633,4252.494141,4325.650391,4325.650391,14615490626
10/31/2021,4322.744141,4394.449707,4179.016113,4288.074219,4288.074219,17498160238
11/1/2021,4288.217285,4377.322266,4160.966797,4324.626953,4324.626953,17985288261
11/2/2021,4322.500977,4599.948242,4288.686523,4584.798828,4584.798828,20794448222
11/3/2021,4589.68457,4664.910156,4462.976074,4607.193848,4607.193848,21220463155
11/4/2021,4604.678711,4606.516113,4426.622559,4537.324219,4537.324219,18415244464
11/5/2021,4537.42334,4570.895996,4447.487305,4486.243164,4486.243164,15086003586
11/6/2021,4482.647949,4530.99707,4334.973633,4521.581055,4521.581055,14429076700
11/7/2021,4523.981934,4640.921875,4510.984375,4620.554688,4620.554688,13541376033
11/8/2021,4619.649414,4822.363281,4619.649414,4812.087402,4812.087402,19290896267
11/9/2021,4810.071289,4837.589355,4718.039063,4735.068848,4735.068848,20834172627
11/10/2021,4733.362793,4859.50293,4485.093262,4636.174316,4636.174316,22748160545
11/11/2021,4635.453613,4778.059082,4580.990234,4730.384277,4730.384277,17933201129
11/12/2021,4724.306641,4808.73877,4510.92041,4667.115234,4667.115234,18316060208
11/13/2021,4666.719238,4702.115234,4582.180664,4651.460449,4651.460449,14457436261
11/14/2021,4648.632813,4689.842773,4516.935547,4626.358887,4626.358887,12172962219
11/15/2021,4627.09082,4764.63623,4546.599121,4557.503906,4557.503906,16275851299
11/16/2021,4570.478027,4891.70459,4144.334961,4216.365234,4216.365234,27417502801
11/17/2021,4213.910645,4300.306641,4107.125977,4287.59375,4287.59375,22183461850
11/18/2021,4287.802246,4343.557129,3959.227783,4000.650879,4000.650879,21383250893
11/19/2021,3995.729492,4311.713867,3982.91748,4298.306641,4298.306641,20626269711
11/20/2021,4298.350586,4434.388184,4209.242676,4409.931152,4409.931152,15448261277
11/21/2021,4412.195313,4422.491699,4255.455078,4269.73291,4269.73291,14094831413
11/22/2021,4266.509277,4302.022949,4033.572266,4088.457764,4088.457764,19752218877
11/23/2021,4089.68042,4385.483398,4069.766602,4340.763672,4340.763672,22133497059
11/24/2021,4340.036133,4376.875977,4176.183594,4239.981445,4239.981445,21838037128
11/25/2021,4271.394531,4550.518066,4249.774414,4274.743164,4274.743164,18705358318
11/26/2021,4522.208984,4550.842285,3933.506592,4030.908936,4030.908936,26281795488
11/27/2021,4042.999023,4187.684082,4033.513916,4096.912109,4096.912109,16515693874
11/28/2021,4101.648926,4297.916504,3989.969971,4294.453613,4294.453613,15953126340
11/29/2021,4296.946777,4460.848633,4284.504883,4445.10498,4445.10498,19086475837
11/30/2021,4447.768066,4753.266113,4358.074219,4631.479004,4631.479004,28626354111
12/1/2021,4623.679688,4780.732422,4530.272461,4586.990234,4586.990234,27634826695
12/2/2021,4586.333008,4628.919922,4441.507813,4511.302246,4511.302246,21502671027
12/3/2021,4514.355957,4647.289063,4100.145508,4220.706055,4220.706055,25879591528
12/4/2021,4227.762207,4242.725586,3525.494141,4119.587402,4119.587402,38478999182
12/5/2021,4119.628906,4246.92334,4040.217529,4198.322754,4198.322754,25533062707
12/6/2021,4199,4375.520508,3930.806641,4358.737305,4358.737305,28229518513
12/7/2021,4358.586914,4428.589355,4264.32373,4315.061523,4315.061523,22366213354
12/8/2021,4311.674316,4453.112305,4234.537598,4439.35791,4439.35791,18704315119
12/9/2021,4433.024902,4482.313965,4078.844238,4119.815918,4119.815918,22296131874
12/10/2021,4113.588379,4227.111816,3897.767578,3908.496094,3908.496094,28014595631
12/11/2021,3909.667725,4095.648438,3846.054443,4084.452393,4084.452393,19131502454
12/12/2021,4084.811279,4173.608887,3993.055908,4134.453125,4134.453125,14057603914
12/13/2021,4136.359863,4145.955078,3680.609131,3784.226807,3784.226807,23999841386
12/14/2021,3782.822754,3866.633789,3700.104736,3745.44043,3745.44043,23836759957
12/15/2021,3862.251465,4086.372803,3664.719971,4018.388672,4018.388672,26411188833
12/16/2021,4020.415039,4110.368652,3956.057129,3962.469727,3962.469727,19825531254
12/17/2021,3959.012451,3992.79248,3711.424561,3879.486572,3879.486572,23143541098
12/18/2021,3880.291504,3993.829834,3774.61499,3960.860107,3960.860107,19530895889
12/19/2021,3960.872314,4018.658447,3894.398682,3922.592529,3922.592529,16167785597
12/20/2021,3923.695801,3980.098633,3759.40332,3933.844482,3933.844482,21589690675
12/21/2021,3938.463867,4058.821289,3918.837891,4020.26001,4020.26001,16388555198
12/22/2021,4018.695801,4073.791504,3947.690186,3982.099609,3982.099609,13921756199
12/23/2021,3981.96167,4149.026855,3897.234375,4108.015625,4108.015625,18007273742
12/24/2021,4111.345215,4134.106445,4029.064453,4047.98291,4047.98291,12769090623
12/25/2021,4049.781982,4138.564941,4027.927002,4093.281006,4093.281006,10894785525
12/26/2021,4094.151611,4105.023926,4013.026367,4067.328125,4067.328125,11197244172
12/27/2021,4064.746338,4126.001465,4033.492432,4037.547607,4037.547607,11424360002
12/28/2021,4037.538086,4037.538086,3769.280029,3800.893066,3800.893066,17299472803
12/29/2021,3797.436279,3827.981934,3612.795898,3628.531738,3628.531738,15722555672
12/30/2021,3632.219727,3767.559814,3595.204834,3713.852051,3713.852051,12925377999
12/31/2021,3713.430176,3807.288818,3636.869873,3682.632813,3682.632813,14157285268
1/1/2022,3683.047119,3769.917969,3682.286621,3769.697021,3769.697021,9776191466
1/2/2022,3769.29834,3836.161865,3727.357422,3829.564941,3829.564941,9881471548
1/3/2022,3829.535645,3836.19873,3698.047607,3761.380371,3761.380371,12080777893
1/4/2022,3761.361572,3876.785156,3723.349854,3794.056641,3794.056641,14030925983
1/5/2022,3794.269043,3842.059814,3456.745361,3550.386963,3550.386963,18061338502
1/6/2022,3549.708984,3549.708984,3335.376709,3418.408203,3418.408203,24293791313
1/7/2022,3417.837891,3420.461914,3117.381348,3193.210449,3193.210449,24494179209
1/8/2022,3193.502441,3240.304443,3020.880859,3091.972656,3091.972656,16037732700
1/9/2022,3091.696289,3206.790771,3075.911377,3157.751465,3157.751465,12334683863
1/10/2022,3157.570557,3177.213379,2947.683594,3083.0979,3083.0979,19535744145
1/11/2022,3082.990967,3247.511963,3061.140625,3238.111572,3238.111572,15211447193
1/12/2022,3238.449951,3401.219971,3216.718018,3372.258301,3372.258301,16662871689
1/13/2022,3372.10498,3396.969727,3247.91748,3248.288574,3248.288574,15294466275
1/14/2022,3248.648682,3330.766113,3203.82373,3310.001465,3310.001465,13562957230
1/15/2022,3309.844238,3364.537842,3278.670898,3330.530762,3330.530762,9619999078
1/16/2022,3330.387207,3376.401123,3291.563721,3350.921875,3350.921875,9505934874
1/17/2022,3350.947266,3355.819336,3157.224121,3212.304932,3212.304932,12344309617
1/18/2022,3212.287598,3236.016113,3096.123535,3164.025146,3164.025146,13024154091
1/19/2022,3163.850342,3171.158447,3055.212402,3095.825928,3095.825928,13187424144
1/20/2022,3095.271729,3265.336914,3000.908203,3001.120117,3001.120117,10645922764
1/21/2022,3002.956787,3029.081055,2496.812988,2557.931641,2557.931641,26796291874
1/22/2022,2561.145264,2615.247314,2330.247314,2405.181152,2405.181152,27369692036
1/23/2022,2406.924316,2542.144775,2381.515137,2535.039063,2535.039063,16481489511
1/24/2022,2535.891113,2537.208496,2172.30127,2440.352295,2440.352295,28220804648
1/25/2022,2440.393555,2498.50708,2359.384766,2455.935059,2455.935059,16179776932
1/26/2022,2455.579102,2705.78418,2417.683105,2468.030273,2468.030273,21229909340
1/27/2022,2467.188477,2510.45166,2328.452148,2423.001221,2423.001221,16126522783
1/28/2022,2421.646973,2548.778564,2367.83374,2547.092041,2547.092041,14666227351
1/29/2022,2546.590576,2627.609375,2526.989746,2597.084717,2597.084717,11172062661
1/30/2022,2598.564941,2631.408447,2550.460938,2603.466553,2603.466553,9501221177
1/31/2022,2603.263428,2697.735352,2489.072266,2688.278809,2688.278809,13778234614
2/1/2022,2687.898926,2802.31543,2682.621826,2792.117188,2792.117188,13194846235
2/2/2022,2791.958984,2802.212158,2630.120361,2682.854004,2682.854004,13876301217
2/3/2022,2682.226074,2712.482666,2587.783447,2679.162598,2679.162598,12755505065
2/4/2022,2681.057617,2983.586914,2675.443848,2983.586914,2983.586914,18987223729
2/5/2022,2984.446045,3054.130127,2966.781006,3014.648193,3014.648193,13102093957
2/6/2022,3014.959717,3061.26123,2965.429932,3057.476074,3057.476074,9466018022
2/7/2022,3057.422119,3182.52832,3002.927002,3142.470703,3142.470703,15197063785
2/8/2022,3143.008545,3219.472656,3038.37793,3122.608643,3122.608643,17136080906
2/9/2022,3121.182617,3263.155762,3063.160156,3239.457031,3239.457031,13951308490
2/10/2022,3240.113037,3271.316162,3070.378174,3077.482178,3077.482178,18629485080
2/11/2022,3077.413086,3127.450684,2888.707764,2927.383545,2927.383545,16043881065
2/12/2022,2927.386475,2980.079346,2870.177002,2917.362793,2917.362793,11254355757
2/13/2022,2916.789551,2947.776611,2845.397705,2883.463379,2883.463379,9054963563
2/14/2022,2880.187744,2957.963623,2840.257568,2933.479004,2933.479004,12164552172
2/15/2022,2933.729004,3185.520752,2917.857178,3179.877197,3179.877197,13921257873
2/16/2022,3180.446777,3181.616943,3055.168213,3127.830078,3127.830078,12352406833
2/17/2022,3126.858398,3154.615234,2861.852051,2881.481934,2881.481934,15860206214
2/18/2022,2884.340576,2937.308594,2761.643311,2785.727539,2785.727539,15748173433
2/19/2022,2784.872803,2826.3479,2707.378418,2763.701172,2763.701172,9774183169
2/20/2022,2763.756592,2763.756592,2585.946289,2628.648438,2628.648438,11641437834
2/21/2022,2627.665527,2752.458496,2568.254395,2573.816162,2573.816162,18646392740
2/22/2022,2572.898682,2648.916748,2510.678711,2639.299316,2639.299316,16360200507
2/23/2022,2639.447021,2741.368408,2587.412842,2590.359619,2590.359619,13382637240
2/24/2022,2588.16626,2689.047607,2308.914795,2598.067139,2598.067139,29312342666
2/25/2022,2598.436279,2821.972412,2579.208008,2764.535645,2764.535645,17208902048
2/26/2022,2764.989502,2849.424072,2745.009033,2781.111816,2781.111816,11724648351
2/27/2022,2780.504395,2831.125488,2581.615723,2621.801758,2621.801758,16150857254
2/28/2022,2621.172119,2929.18042,2586.388184,2919.201172,2919.201172,19266124733
3/1/2022,2919.775879,3029.651611,2868.938965,2972.485107,2972.485107,18757425786
3/2/2022,2972.471924,3026.868164,2919.943115,2950.118408,2950.118408,16636517503
3/3/2022,2950.156738,2964.67334,2797.319336,2834.468994,2834.468994,13091199728
3/4/2022,2834.987305,2835.17627,2587.748291,2617.156006,2617.156006,14496939024
3/5/2022,2618.473633,2679.102539,2596.98999,2664.831055,2664.831055,8072368396
3/6/2022,2664.943604,2673.637207,2555.037354,2555.037354,2555.037354,8872976607
3/7/2022,2555.297607,2639.943115,2455.59375,2497.77124,2497.77124,14594098731
3/8/2022,2497.721436,2618.166016,2489.755127,2576.747559,2576.747559,13922922903
3/9/2022,2577.165283,2761.796387,2573.655273,2729.783447,2729.783447,14173665398
3/10/2022,2729.116455,2729.116455,2566.193115,2608.048584,2608.048584,13292477213
3/11/2022,2608.27124,2664.558594,2534.688232,2559.562988,2559.562988,12382419582
3/12/2022,2559.660645,2606.438721,2559.126953,2574.75415,2574.75415,6532996574
3/13/2022,2573.488037,2594.549805,2503.885254,2518.94458,2518.94458,8632000379
3/14/2022,2518.486328,2604.034424,2505.299316,2590.696045,2590.696045,11244398839
3/15/2022,2590.668945,2662.32959,2515.765869,2620.149658,2620.149658,12861105614
3/16/2022,2620.028564,2781.307129,2610.764404,2772.055664,2772.055664,17915109769
3/17/2022,2771.964111,2826.160645,2751.560791,2814.854492,2814.854492,12685265194
3/18/2022,2814.43457,2973.616211,2774.855713,2945.343018,2945.343018,15830879093
3/19/2022,2944.72168,2979.987061,2910.802246,2946.25708,2946.25708,11576463120
3/20/2022,2946.547607,2956.965576,2826.107422,2860.459229,2860.459229,12684727326
3/21/2022,2860.103271,2954.556641,2838.250488,2897.976563,2897.976563,15206116098
3/22/2022,2897.77417,3040.382813,2892.544434,2973.131104,2973.131104,16830539230
3/23/2022,2973.14502,3036.752197,2933.306641,3031.067139,3031.067139,16008767658
3/24/2022,3031.060791,3118.387695,3012.32666,3108.062012,3108.062012,18070503166
3/25/2022,3108.448975,3183.958008,3087.490723,3106.671387,3106.671387,17030503831
3/26/2022,3106.405273,3146.825439,3091.825439,3143.178955,3143.178955,8876420740
3/27/2022,3143.795654,3291.577637,3129.997803,3291.577637,3291.577637,13431866834
3/28/2022,3292.32251,3424.019287,3279.0271,3336.634521,3336.634521,20620450770
3/29/2022,3335.02124,3470.186279,3335.02124,3401.987793,3401.987793,19533323636
3/30/2022,3401.526123,3435.286133,3349.237061,3385.157959,3385.157959,15302506131
3/31/2022,3385.289307,3435.128418,3272.93457,3281.642822,3281.642822,17685495686
4/1/2022,3282.576172,3467.555908,3223.891357,3449.552246,3449.552246,20982988937
4/2/2022,3449.788574,3521.284668,3442.000244,3445.059326,3445.059326,23571556215
4/3/2022,3444.810547,3573.960205,3421.259766,3522.833496,3522.833496,15333808649
4/4/2022,3522.36499,3535.148193,3422.000977,3521.241211,3521.241211,18209969743
4/5/2022,3521.239746,3546.706787,3410.547607,3411.79248,3411.79248,16681503199
4/6/2022,3411.672119,3411.672119,3171.205078,3171.691895,3171.691895,25632563639
4/7/2022,3172.197266,3263.474609,3155.581055,3233.274658,3233.274658,16745496605
4/8/2022,3233.272461,3301.607422,3179.142334,3192.073975,3192.073975,17557050669
4/9/2022,3191.976074,3261.963135,3187.469238,3261.91626,3261.91626,9908112156
4/10/2022,3261.291504,3303.003174,3211.866943,3211.866943,3211.866943,10427054790
4/11/2022,3209.576904,3214.461914,2962.756592,2981.052246,2981.052246,21891804831
4/12/2022,2981.420654,3077.452637,2957.872314,3030.376465,3030.376465,20235707410
4/13/2022,3029.87793,3123.575439,3006.481689,3118.344238,3118.344238,16088473629
4/14/2022,3117.821777,3139.928711,2988.435303,3019.909424,3019.909424,15821419931
4/15/2022,3020.134521,3044.287354,3001.123291,3040.916504,3040.916504,11256651536
4/16/2022,3041.123291,3074.886963,3016.421143,3062.310303,3062.310303,8766710365
4/17/2022,3061.881836,3075.775879,2989.043945,2993.40332,2993.40332,10463091281
4/18/2022,2993.483887,3062.520996,2893.912842,3057.606689,3057.606689,18629381299
4/19/2022,3057.570313,3125.084229,3035.535156,3104.106445,3104.106445,14156035096
4/20/2022,3103.935059,3157.885742,3045.28833,3077.74585,3077.74585,15547362265
4/21/2022,3077.829346,3173.451416,2962.4104,2987.480713,2987.480713,20783591093
4/22/2022,2986.938721,3024.854492,2942.358643,2964.835693,2964.835693,16782795477
4/23/2022,2964.802246,2975.322754,2926.740234,2938.114014,2938.114014,9116955609
4/24/2022,2937.347168,2961.88208,2922.128662,2922.732666,2922.732666,9696829579
4/25/2022,2922.990234,3018.415527,2804.50708,3009.393555,3009.393555,22332690614
4/26/2022,3008.946289,3026.415039,2786.253174,2808.29834,2808.29834,19052045399
4/27/2022,2808.645996,2911.877441,2802.273438,2888.929688,2888.929688,17419284041
4/28/2022,2888.849854,2973.13501,2861.821533,2936.940918,2936.940918,18443524633
4/29/2022,2936.776611,2943.445801,2782.435303,2815.601807,2815.601807,18771041399
4/30/2022,2815.533447,2836.827637,2727.40625,2730.186768,2730.186768,13520941867
5/1/2022,2729.994141,2838.704346,2728.078857,2827.756104,2827.756104,15332730152
5/2/2022,2827.614014,2874.145996,2785.522949,2857.4104,2857.4104,18609741545
5/3/2022,2857.152344,2859.193359,2762.118652,2783.476318,2783.476318,13026093219
5/4/2022,2783.131104,2956.686768,2779.273682,2940.644775,2940.644775,18186749944
